ردیف,رسته,شماره جواز,مدیر واحد صنفی,تلفن 1,تلفن 2,نشانی
776,خرده فروشي سکه طلا,۰۴۶۷۳۹۲۹۴۲,رحمن نوري,۳۳۹۰۳۹۲۶,۳۳۹۰۴۰۴۳,"آدرس:  خيابان  فردوسي  نبش  خيابان  منوچهري
پلاک  آبی:  ۲۱۰
کد  پستی:  ۱۱۴۵۸۳۴۶۶۷"
777,خرده فروشي سکه طلا,۰۴۶۶۹۶۱۶۳۲,حسن باقرزاده تبريزي,۹۲۱۹۲۵,۶۶۹۲۱۹۲۵,"آدرس:  خيابان  آذربايجان  چهارراه  رودکي  پاساژ  روما
پلاک  آبی:  ۶۹۵
کد  پستی:  ۱۳۴۵۷۳۶۸۱۹"
778,خرده فروشي سکه طلا,۰۴۱۷۸۱۳۶۵۵,فرتاش نوعي,۲۲۳۵۹۱۰۲,۲۲۱۳۶۸۴۳,"آدرس:  سعادت  آباد  ميدان  کاج  علامه  شمالي  نبش  ۱۸  شرقي  مجتمع  علامه
پلاک  آبی:  ۵۳
کد  پستی:  ۱۹۹۷۸۵۵۳۹۴"
779,خرده فروشي سکه طلا,۰۴۶۷۰۸۸۰۲۴,مجيد حسيني,۶۶۲۲۴۵۳۷,۲۲۱۳۶۸۴۳,"آدرس:  شهرک  وليعصر  خيابان  ياران  پاساژتوحيد
پلاک  آبی:  ۹۰
کد  پستی:  ۱۳۷۳۸۱۳۴۴۹"
780,خرده فروشي سکه طلا,۰۴۶۷۶۹۷۷۸۵,کاظم مطهري,۵۵۵۹۸۲۰۵,۲۲۱۳۶۸۴۳,"آدرس:  خيابان  ۱۵  خرداد  زيرزمين  سبزه  ميدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۵۷"
781,خرده فروشي سکه طلا,۰۴۱۳۱۶۵۹۷۲,محمدحسن روحاني فر,۲۲۰۵۰۴۷۲,۲۲۶۵۸۲۵۲/۶۰,"آدرس:  خيابان  وليعصر  روبروي  پارک  ملت  برج  ملت
پلاک  آبی:  ۲۶۰۵
کد  پستی:  ۱۹۶۷۷۱۳۳۴۱"
782,خرده فروشي سکه طلا,۰۴۶۷۹۹۱۰۵۶,محمدحسن حسينمردي,۴۶۱۴۲۰۹۱,۲۲۶۵۸۲۵۲/۶۰,"آدرس:  ستارخان  بين  فلکه  اول  و  دوم  نبش  پاساژ  زرناب
پلاک  آبی:  ۱۱۴۴
کد  پستی:  ۱۴۵۱۷۹۳۹۱۳"
783,خرده فروشي سکه طلا,۰۴۶۷۴۲۹۰۰۴,مهدي کيادليري,۸۸۰۸۱۸۲۸,,"آدرس:  شهرک  قدس  بلواردادمان  خيابان  درختي  پاساژ  سپهر
پلاک  آبی:  ۱۵
کد  پستی:  ۱۴۶۸۸۱۳۳۷۴"
784,خرده فروشي سکه طلا,۰۴۶۷۵۴۴۳۷۳,ناصر نادري,۲۲۳۸۰۶۶۳,,"آدرس:  سعادت  آباد  ميدان  کاج  پاساژابريشم
پلاک  آبی:  ۵
کد  پستی:  ۱۹۹۸۶۱۴۱۱۶"
785,خرده فروشي سکه طلا,۰۴۶۷۵۴۸۳۰۴,محمود رحيمي اقدس,۷۷۴۴۶۶۲۳,,"آدرس:  ميدان  رسالت  خيابان  هنگام  شميران  نو  ۲۰  متري  شهداي  غربي
پلاک  آبی:  ۵
کد  پستی:  ۱۶۷۷۸۴۶۴۱۳"
786,خرده فروشي سکه طلا,۰۴۶۷۶۷۹۹۳۸,فرهاد قاسم زاده خشگرودي,۳۳۹۰۰۵۰۵,۳۳۹۴۷۵۱۴,"آدرس:  خيابان  فردوسي  شمالي  نبش  منوچهري  روبروي  سفارت  انگليس
پلاک  آبی:  ۲۱۸
کد  پستی:  ۱۱۴۵۸۳۴۵۵۷"
787,خرده فروشي سکه طلا,۰۰۲۹۱۶۳۲۲۱,ناصر حاتمی,۴۴۲۳۲۶۲۱,,"آدرس:  خيابان  ستارخان  بين  فلکه  اول  ودوم  صادقيه  پاساژ  وليعصر(عج)
پلاک  آبی:
کد  پستی:  ۱۴۵۱۶۳۶۵۵۸"
788,خرده فروشي سکه طلا,۰۴۶۷۸۵۳۴۲۴,سيدبهداد هراتي,۸۸۱۰۴۷۳۱,,"آدرس:  خيابان  وليعصر  بالاتر  از  خيابان  بهشتي  برج  سپهر  ساعي
پلاک  آبی:  ۲۲۳۰
کد  پستی:  ۱۴۳۳۸۹۴۳۶۳"
789,خرده فروشي سکه طلا,۰۴۶۷۴۴۴۰۵۷,مجيد رسولي,۴۴۶۲۲۱۳۰,,"آدرس:  جنت  آباد  مرکزي  پاساژ  طوبي
پلاک  آبی:  ۱۹۵
کد  پستی:  ۱۴۷۵۶۳۸۷۵۸"
790,خرده فروشي سکه طلا,۰۴۶۶۹۲۷۴۹۰,يعقوب فرش بر,۶۶۷۲۹۷۲۱,,"آدرس:  خيابان  انقلاب  ضلع  جنوب  غربي  ميدان  ميدان  فردوسي  نبش  پاساژ  فردوسي
پلاک  آبی:  ۷۹۴
کد  پستی:  ۱۱۳۱۹۶۳۷۷۰"
791,خرده فروشي سکه طلا,۰۴۶۷۸۵۳۴۳۲,اميد رحيمي مجذوب,۶۶۷۴۳۳۵۱,,"آدرس:  ميدان  فردوسي-  نبش  خيابان  پارس
پلاک  آبی:  ۸۰۲
کد  پستی:  ۱۱۳۱۹۶۳۴۱۸"
792,خرده فروشي سکه طلا,۰۳۳۵۸۵۱۳۳۷,ابوالقاسم کريم زاده ابيانه,۵۵۵۹۸۳۱۲,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژ  طلا  و  جواهر  ايران
پلاک  آبی:  ۱۸/۳
کد  پستی:  ۱۱۶۱۷۸۳۱۷۸"
793,خرده فروشي سکه طلا,۰۴۶۷۳۳۸۳۱۷,سيدمحمد حائري عراقي,۲۲۹۲۰۱۵۰,,"آدرس:  ميرداماد  مقابل  بانک  مرکزي  برج  رز
پلاک  آبی:
کد  پستی:  ۱۹۱۹۹۹۳۴۸۷"
794,خرده فروشي سکه طلا,۰۴۶۷۸۴۱۸۹۱,شهاب الدين جمشيدي,۳۳۰۰۹۳۵۶,,"آدرس:  ميدان  خراسان  بازار  بزرگ  رضا
پلاک  آبی:  ۱۱۶۲
کد  پستی:  ۱۷۹۴۶۱۷۴۰۰"
795,خرده فروشي سکه طلا,۰۴۶۸۰۱۳۹۱۶,عباسعلي عمادي,۵۵۶۱۷۷۸۳,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  ابتداي  صحافها  پاساژ  ايرانيان
پلاک  آبی:  ۴۶
کد  پستی:  ۱۱۶۱۷۶۶۰۰۲"
796,خرده فروشي سکه طلا,۰۴۱۹۸۴۹۷۳۲,سعيد آذر,۳۳۹۷۸۰۷۸,,"آدرس:  خيابان  ملت  کوچه  کاوه  پاساژکاوه
پلاک  آبی:  ۷
کد  پستی:  ۱۱۴۳۹۳۷۶۹۹"
797,خرده فروشي سکه طلا,۰۴۶۷۴۵۹۶۳۶,محسن معيني,۵۵۶۰۱۱۲۰,,"آدرس:  بازار  زرگرها  بازار  صحافها
پلاک  آبی:  ۳۲
کد  پستی:  ۱۱۶۱۷۶۴۸۱۷"
798,خرده فروشي سکه طلا,۰۴۶۷۷۲۱۵۴۲,محمد اميري,,,"آدرس:  ۱۵  خرداد  سبزه  ميدان  ساختمان  بيمه
پلاک  آبی:  ۸۳۴
کد  پستی:  ۱۱۶۱۷۶۳۳۳۷"
799,خرده فروشي سکه طلا,۰۴۶۷۸۹۰۷۱۰,علي روزبهاني,۸۸۰۸۴۶۳۷,,"آدرس:  شهرک  غرب  خيابان  ايران  زمين  پاساژ  گلستان
پلاک  آبی:  ۱۱۷
کد  پستی:  ۱۴۶۵۸۱۳۱۳۸"
800,خرده فروشي سکه طلا,۰۴۶۶۹۲۹۲۹۹,فريدون مجاوري,۲۶۷۵۰۹۹۳,,"آدرس:  پاسداران  ميدان  هروي  نبش  خيابان  نازک  مجتمع  هروي  سنتر
پلاک  آبی:  ۲
کد  پستی:  ۱۶۶۹۶۱۴۱۸۱"
801,خرده فروشي سکه طلا,۰۴۶۷۸۴۷۵۹۱,عماد سعيدي,۸۶۰۳۸۰۰۵,,"آدرس:  خيابان  کريمخان  پاساژالماس  کريمخان
پلاک  آبی:  ۲۸۰
کد  پستی:  ۱۵۹۸۷۳۷۷۶۰"
802,خرده فروشي سکه طلا,۰۴۶۷۰۲۸۷۶۱,سيد محسن قريشي کهنگي,۷۷۸۶۰۵۵۱,,"آدرس:  تهرانپارس  چهارراه  تير  انداز  روبري  مجتمع  مسکوني  آرش
پلاک  آبی:  ۱۰۸
کد  پستی:  ۱۶۵۳۹۹۸۹۴۱"
803,خرده فروشي سکه طلا,۰۴۶۷۴۶۰۱۹۲,شهاب  فردي بالسيني,۳۳۹۸۶۱۶۴,,"آدرس:  ۱۵  خرداد  نبش  ناصر  خسرو  پاساژ  کوثر
پلاک  آبی:  ۱۶
کد  پستی:  ۱۱۱۶۹۵۹۸۹۶"
804,خرده فروشي سکه طلا,۰۴۶۷۳۲۲۲۸۸,مردان نوبخت,۵۵۱۶۵۷۶۲,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژ  خازني
پلاک  آبی:  ۸۴۸
کد  پستی:  ۱۱۶۱۸۳۷۵۶۴"
805,خرده فروشي سکه طلا,۰۴۶۶۸۷۴۶۴۳,مسعود گلشن,۷۷۴۱۳۷۳۵,,"آدرس:  ميدان  امامت  ضلع  جنوب  شرقي
پلاک  آبی:  ۱۱۷
کد  پستی:  ۱۷۴۳۶۱۳۳۴۳"
806,خرده فروشي سکه طلا,۰۴۶۶۴۷۹۶۵۳,نادر بذرافشان,۷۷۸۷۰۲۴۴,,"آدرس:  تهرانپارس  فلکه  اول  خ  ۱۴۴شرقي  پاساژ  سپيد  پلاک  ۲۶  ط  همکف  واحد  ۸۲
پلاک  آبی:  82/A
کد  پستی:  ۱۶۵۴۶۳۳۵۸۵"
807,خرده فروشي سکه طلا,۰۴۶۶۹۶۱۵۳۵,مسعود انوري,۷۷۳۵۴۹۸۸,,"آدرس:  تهرانپارس  خاک  سفيد  ميدان  رهبر  پاساژامير  علي
پلاک  آبی:  ۱۴
کد  پستی:  ۱۶۵۷۹۴۳۵۸۳"
808,خرده فروشي سکه طلا,۰۴۶۷۸۲۸۸۴۸,محسن حصار شکن,۴۶۱۰۴۸۷۹,,"آدرس:  جنت  آباد  جنوبي  پاساژ  طلا  و  جواهر  الماس
پلاک  آبی:  ۶۹
کد  پستی:  ۱۴۷۳۹۴۳۰۸۴"
809,خرده فروشي سکه طلا,۰۴۶۷۴۶۵۱۲۶,نيما پارسائي مرام,۸۸۳۴۰۴۷۰,,"آدرس:  خيابان  شهيد  استاد  مطهري  بعد  از  بزرگراه  مدرس
پلاک  آبی:  ۲۵۴
کد  پستی:  ۱۵۸۸۸۶۴۴۴۳"
810,خرده فروشي سکه طلا,۰۰۲۹۱۲۶۵۴۲,سيدجلال مطهري,۲۲۲۵۰۵۶۷,,"آدرس:  خيابان  ميرداماد  نرسيده  به  ميدان  محسني  پاساژ  جواهر
پلاک  آبی:  ۷۹
کد  پستی:  ۱۹۱۱۹۱۳۹۶۵"
811,خرده فروشي سکه طلا,۰۴۶۷۲۹۰۷۵۱,محمد آتشي,۳۳۹۷۲۴۰۰,,"آدرس:  خيابان  جمهوري  اسلامي  چهارراه  مخبرالدوله  پاساژ  صرافيان
پلاک  آبی:  ۲۶۲
کد  پستی:  ۱۱۴۳۸۱۸۴۳۷"
812,خرده فروشي سکه طلا,۰۴۶۷۲۳۱۳۲۰,اميد محمدي,۸۳۰۳۵۱۴۳,,"آدرس:  خيابان  کريمخان  بين  آبان  شمالي  وحافظ  جنب  بانک  تجارت  ساختمان  نگين
پلاک  آبی:  ۱۵۱
کد  پستی:  ۱۵۹۷۶۱۷۳۳۷"
813,خرده فروشي سکه طلا,۰۴۶۷۷۸۸۳۳۹,احسان سينائي پورفرد,۲۲۸۶۶۲۹۵,,"آدرس:  پاسداران  نبش  نيستان  دوم  مجتمع  ۱۱۰  نيستان
پلاک  آبی:  ۱۷۴
کد  پستی:  ۱۹۴۷۸۷۶۶۵۳"
814,خرده فروشي سکه طلا,۰۴۰۲۴۰۴۶۱۳,بهروز  مونسي,۵۵۵۹۸۳۰۲,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژ  طلا  و  جواهر
پلاک  آبی:  _
کد  پستی:  ۱۱۶۱۷۸۳۱۳۴"
815,خرده فروشي سکه طلا,۰۴۶۶۸۴۷۶۶۸,جابر صفري علمداري,۳۳۹۱۸۸۹۳,,"آدرس:  خيابان  جمهوري  بعد  از  چهار  راه  استانبول  پاساژ  پروانه
پلاک  آبی:  ۳۷۲
کد  پستی:  ۱۱۴۴۶۴۴۶۳۹"
816,خرده فروشي سکه طلا,۰۴۶۷۰۰۳۵۵۵,افسانه بازاري دوز,۶۶۷۱۶۵۲۲,,"آدرس:  خيابان  فردوسي  شمالي  نبش  کوي  زماني
پلاک  آبی:  ۳۹۵
کد  پستی:  ۱۱۴۵۶۱۵۹۳۱"
817,خرده فروشي سکه طلا,۰۴۶۷۹۴۵۰۸۰,عفت اميري,۶۶۵۲۴۷۳۳,,"آدرس:  ستارخان  سه  راه  تهران  ويلا  مجتمع  تهران  ويلا
پلاک  آبی:  ۲۷
کد  پستی:  ۱۴۴۴۷۳۵۶۶۶"
818,خرده فروشي سکه طلا,۰۴۶۷۳۹۲۸۷۴,عليرضا آقازاده,۶۶۷۱۶۹۷۱,,"آدرس:  خيابان  جمهوري  اسلامي  نبش  پاساژ  معتمد
پلاک  آبی:  ۴۲۴
کد  پستی:  ۱۱۳۵۹۳۶۶۱۵"
819,خرده فروشي سکه طلا,۰۴۶۷۸۷۲۲۲۹,محمد بيدار دارابي,۸۸۸۶۷۶۷۱,۲,"آدرس:  ضلع  شمال  شرقي  ميدان  فردوسي
پلاک  آبی:  ۱۲
کد  پستی:  ۱۴۴۷۷۷۳۸۵۱"
820,خرده فروشي سکه طلا,۰۴۲۴۹۷۰۲۳۴,محمد باقري نسب,۶۶۷۲۰۰۲۹,,"آدرس:  خيابان  جمهوري  اسلامي  روبروي  سفارت  انگليس  پاساژ  محسني
پلاک  آبی:  ۴۶۰
کد  پستی:  ۱۱۳۵۹۳۵۶۵۱"
821,خرده فروشي سکه طلا,۰۴۶۷۴۶۰۰۲۳,علي عثماني,۵۵۹۸۳۰۴۷,۵۵۹۸۳۰۴۸,"آدرس:  خيابان  ۱۵خرداد  بازار  سبزه  ميدان  پاساژ  خازني
پلاک  آبی:  ۸۴۸
کد  پستی:  ۱۱۶۱۸۳۷۵۱۹"
822,خرده فروشي سکه طلا,۰۴۱۴۱۷۳۹۶۸,کيومرث جوکار,۵۵۶۱۶۴۱۲,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  مرکز  خريد  طلا  و  جواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۷۴"
823,خرده فروشي سکه طلا,۰۴۶۷۷۹۹۴۴۷,مهدي مهدوي روچي,۴۴۳۸۲۱۱۲,,"آدرس:  ستارخان  بين  فلکه  اول  و  دوم  نبش  پاساژ  وليعصر  (عج)
پلاک  آبی:  ۷۶۱
کد  پستی:  ۱۴۵۱۶۳۶۴۹۸"
824,خرده فروشي سکه طلا,۰۴۶۸۰۲۳۵۱۵,محمدرضا بابائي,۶۶۷۵۹۵۵۴,,"آدرس:  ميدان  فردوسي  خيابان  فردوسي  مجتمع  تجارت  جهاني
پلاک  آبی:  ۴۷۹
کد  پستی:  ۱۱۴۵۶۸۳۶۸۵"
825,خرده فروشي سکه طلا,۰۴۶۷۴۶۸۶۰۷,مهدي رستمي,۷۷۳۰۲۲۹۹,,"آدرس:  تهرانپارس  حکيميه  خيابان  شهيد  کلثومي  مجتمع  تجاري  مرواريد
پلاک  آبی:  ۶۲
کد  پستی:  ۱۶۵۹۹۷۹۵۹۳"
826,خرده فروشي سکه طلا,۰۴۶۷۴۹۴۱۱۰,محمد صرامي,۵۵۸۹۹۷۵۲,,"آدرس:  بازار  بزرگ  سراي  زمرد
پلاک  آبی:  ۱۴۳
کد  پستی:  ۱۱۶۱۶۵۵۸۳۱"
827,خرده فروشي سکه طلا,۰۴۶۷۵۴۸۳۰۴,محمود رحيمي اقدس,۷۷۴۴۶۶۲۳,,"آدرس:  ميدان  رسالت  خيابان  هنگام  شميران  نو  ۲۰  متري  شهداي  غربي
پلاک  آبی:  ۵
کد  پستی:  ۱۶۷۷۸۴۶۴۱۳"
828,خرده فروشي سکه طلا,۰۴۶۷۶۷۹۹۳۸,فرهاد قاسم زاده خشگرودي,۳۳۹۰۰۵۰۵,۳۳۹۴۷۵۱۴,"آدرس:  خيابان  فردوسي  شمالي  نبش  منوچهري  روبروي  سفارت  انگليس
پلاک  آبی:  ۲۱۸
کد  پستی:  ۱۱۴۵۸۳۴۵۵۷"
829,خرده فروشي سکه طلا,۰۰۲۹۱۶۳۲۲۱,ناصر حاتمی,۴۴۲۳۲۶۲۱,,"آدرس:  خيابان  ستارخان  بين  فلکه  اول  ودوم  صادقيه  پاساژ  وليعصر(عج)
پلاک  آبی:
کد  پستی:  ۱۴۵۱۶۳۶۵۵۸"
830,خرده فروشي سکه طلا,۰۴۶۷۸۵۳۴۲۴,سيدبهداد هراتي,۸۸۱۰۴۷۳۱,,"آدرس:  خيابان  وليعصر  بالاتر  از  خيابان  بهشتي  برج  سپهر  ساعي
پلاک  آبی:  ۲۲۳۰
کد  پستی:  ۱۴۳۳۸۹۴۳۶۳"
831,خرده فروشي سکه طلا,۰۴۶۷۴۴۴۰۵۷,مجيد رسولي,۴۴۶۲۲۱۳۰,,"آدرس:  جنت  آباد  مرکزي  پاساژ  طوبي
پلاک  آبی:  ۱۹۵
کد  پستی:  ۱۴۷۵۶۳۸۷۵۸"
832,خرده فروشي سکه طلا,۰۴۶۶۹۲۷۴۹۰,يعقوب فرش بر,۶۶۷۲۹۷۲۱,,"آدرس:  خيابان  انقلاب  ضلع  جنوب  غربي  ميدان  ميدان  فردوسي  نبش  پاساژ  فردوسي
پلاک  آبی:  ۷۹۴
کد  پستی:  ۱۱۳۱۹۶۳۷۷۰"
833,خرده فروشي سکه طلا,۰۴۶۸۰۴۴۴۰۸,جمشيد نوروز زاده پور,۸۸۸۰۱۷۱۴,,"آدرس:  خيابان  کريمخان  زند  خيابان  آبان  جنوبي  کوچه  واعظي
پلاک  آبی:  ۱
کد  پستی:  ۱۵۹۸۷۸۳۹۴۷"
834,خرده فروشي سکه طلا,۰۴۶۷۴۵۴۷۷۲,ابوالفضل حميدي پور قزويني,۶۶۷۴۶۸۲۰,,"آدرس:  خيابان  فردوسي  شمالي  روبروي  خيابان  نوفل  لوشاتو
پلاک  آبی:  ۳۶۹
کد  پستی:  ۱۱۴۵۶۱۵۸۱۸"
835,خرده فروشي سکه طلا,۰۴۶۷۳۱۳۰۶۸,حميد احمدي,۴۴۴۹۸۵۵۸,,"آدرس:  ميدان  پونک  مجتمع  بوستان  راهروي  انتظامات
پلاک  آبی:  ۲۲۵
کد  پستی:  ۱۴۷۶۸۹۵۴۸۵"
836,خرده فروشي سکه طلا,۰۴۱۵۰۷۷۲۳۹,امير طاهري فر,۶۶۳۴۰۲۵۶,,"آدرس:  خيابان  فردوسي  شمالي  چهارراه  کوشک  پاساژاردهالي
پلاک  آبی:  ۱۱۲
کد  پستی:  ۱۱۴۵۶۳۳۹۳۴"
837,خرده فروشي سکه طلا,۰۰۲۹۱۰۸۹۷۶,سيدمنعم علوي تهراني,۶۶۷۵۰۸۸۹,,"آدرس:  خيابان  فردوسي  پائين  ترازچهارراه  استانبول
پلاک  آبی:  ۱۶۲
کد  پستی:  ۱۱۳۵۹۳۷۵۴۵"
838,خرده فروشي سکه طلا,۰۴۱۴۸۱۰۱۸۱,شهرام اسحاقي,۳۳۹۱۸۹۷۰,,"آدرس:  خيابان  ۱۵  خرداد  روبروي  مسجد  امام  پاساژ  کوثر
پلاک  آبی:  ۵۴۹/۱۷
کد  پستی:  ۱۱۱۶۹۵۹۸۸۱"
839,خرده فروشي سکه طلا,۰۴۶۷۷۱۷۱۳۲,علي اميني,۴۴۲۴۵۴۳۹,,"آدرس:  ستارخان  بين  فلکه  اول  ودوم  صادقيه  روبروي  نمايندگي  سامسونگ
پلاک  آبی:  ۱۱۸۰
کد  پستی:  ۱۴۵۱۷۹۳۴۵۳"
840,خرده فروشي سکه طلا,۰۴۱۵۰۷۸۲۴۶,عليرضا پيربک,۳۳۹۱۹۸۱۶,,"آدرس:  خيابان  ۱۵  خرداد  روبروي  مسجد  امام  پاساژ  کوثر
پلاک  آبی:  ۲۲
کد  پستی:  ۱۱۱۶۹۵۹۸۸۱"
841,خرده فروشي سکه طلا,۰۱۳۵۱۰۷۸۵۰,محسن خرسندسرور,۸۸۹۰۰۳۳۰,۸۸۸۹۸۹۰۴,"آدرس:  خيابان  کريمخان  زند  ساختمان  نگين  نيم  طبقه  غربي
پلاک  آبی:  ۱۵۱
کد  پستی:  ۱۵۹۷۶۱۷۶۴۴"
842,خرده فروشي سکه طلا,۰۴۱۴۸۰۹۰۳۱,محسن  ناري,۴۴۲۲۹۹۰۲,,"آدرس:  خيابان  ستارخان  بين  فلکه  اول  ودوم  صادقيه  پاساژشبنم  طبقه  اول
پلاک  آبی:  ۳۵
کد  پستی:  ۱۴۵۱۷۹۳۸۶۴"
843,خرده فروشي سکه طلا,۰۱۳۵۱۰۰۷۹۲,عزيزاله ساده,۶۶۷۱۳۱۴۴,۶۶۷۰۸۵۰۳,"آدرس:  خيابان  فردوسي  شمالي  ساختمان  مرکز  تجارت  جهاني  فردوسي
پلاک  آبی:  ۴۹۵
کد  پستی:  ۱۱۴۵۶۸۳۷۴۵"
844,خرده فروشي سکه طلا,۰۴۶۸۰۸۷۰۴۹,فريدون صالح پور,۵۵۶۲۴۸۷۴,۶۶۷۰۸۵۰۳,"آدرس:  خيابان۱۵خرداد  بازار  زرگرها  بازار  صحافها  پاساژ  ايرانيان
پلاک  آبی:  ۴۶
کد  پستی:  ۱۱۶۱۷۶۶۰۱۳"
845,خرده فروشي سکه طلا,۰۴۳۱۷۲۲۶۳۱,مهدي اکبري,۳۶۰۵۵۰۳۵,,"آدرس:  خيابان  جمهوري  اسلامي  بعد  از  چهارراه  استانبول  پاساژ  پروانه
پلاک  آبی:  ۳۷۲
کد  پستی:  ۱۱۴۴۶۴۴۶۶۳"
846,خرده فروشي سکه طلا,۰۴۶۸۰۷۳۰۷۳,يوسف  ميرزاحسين کاشاني,۵۷۷۶۷۰۰۰,,"آدرس:  گاندي  جنوبي  بين  خيابان  ۲۳  و  ۲۵
پلاک  آبی:  ۸۵
کد  پستی:  ۱۵۱۷۹۴۳۱۱۷"
847,خرده فروشي سکه طلا,۰۴۶۷۳۰۱۹۰۹,عفت بخشي,۶۶۳۴۰۶۱۱,۶۶۳۴۰۶۱۰,"آدرس:  خيابان  فردوسي  نرسيده  به  ميدان  مجتمع  تجاري  جهاني  فردوسي
پلاک  آبی:  ۴۷۷
کد  پستی:  ۱۱۴۵۶۸۳۷۳۴"
848,خرده فروشي سکه طلا,۰۴۶۷۳۳۸۲۹۰,مسعود سميع آذر,۸۸۹۰۳۷۸۵,۶۶۳۴۰۶۱۰,"آدرس:  خيابان  کريمخان  زند  پاساژنگين  غربي
پلاک  آبی:  ۱۵۱
کد  پستی:  ۱۵۹۷۶۱۷۵۹۴"
849,خرده فروشي سکه طلا,۰۴۶۶۰۴۱۹۹۳,سعيد سعيدنيا,۵۵۸۹۷۸۷۱,,"آدرس:  خيابان  ۱۵  خرداد  بازار  بزرگ  زرگرها  پاساژ  زمرد
پلاک  آبی:  ۱۴۳
کد  پستی:  ۱۱۶۱۶۵۵۹۷۱"
850,خرده فروشي سکه طلا,۰۴۶۷۰۸۲۸۲۵,فرشته  زاري,۷۷۵۴۷۵۸۶,,"آدرس:  خيابان  نامجو  نرسيده  به  ميدان  نامجو  جنب  ايستگاه  اتوبوس
پلاک  آبی:  ۱۰۵۶
کد  پستی:  ۱۶۱۴۶۷۶۳۱۷"
851,خرده فروشي سکه طلا,۰۴۶۷۸۳۰۰۷۲,مهدي احمدي,۴۴۲۰۶۶۲۵,,"آدرس:  ستارخان  بين  فلکه  اول  و  دوم  بلوار  شهداي  جنوبي  جنب  بانک  آينده
پلاک  آبی:  ۵۵
کد  پستی:  ۱۴۵۱۷۹۳۶۷۷"
852,خرده فروشي سکه طلا,۰۱۳۵۱۱۵۰۷۷,احمد ستاره,۶۶۷۰۲۸۷۷,,"آدرس:  خيابان  جمهوري  روبروي  خيابان  بابي  ساندز  پاساژ  آرمان
پلاک  آبی:  ۴۹۴
کد  پستی:  ۱۱۳۵۸۵۶۷۴۱"
853,خرده فروشي سکه طلا,۰۴۶۷۸۰۱۸۸۰,اسماعيل شفاعتي,۶۶۷۶۳۱۹۰,,"آدرس:  ضلع  جنوب  غربي  ميدان  فردوسي  جنب  بانک  رفاه  مرکز  خريد  فردوسي
پلاک  آبی:  ۷۹۲
کد  پستی:  ۱۱۳۱۹۶۳۷۷۲"
854,خرده فروشي سکه طلا,۰۴۶۷۹۷۱۲۰۳,پوريا عسگري,۷۷۴۸۲۰۱۰,,"آدرس:  تهران  نو  خيابان  دماوند  خيابان  بلال  حبشي  نبش  کوچه  مولوي
پلاک  آبی:  ۲۳۴
کد  پستی:  ۱۷۴۴۷۳۳۵۶۳"
855,خرده فروشي سکه طلا,۰۴۱۴۵۶۲۰۰۳,اميرحسين قاسمي شهرياري,۶۶۸۳۵۴۰۵,,"آدرس:  خيابان  رودکي  بالاتر  از  هاشمي  پاساژالماس  طبقه  زيرين
پلاک  آبی:  ۵
کد  پستی:  ۱۳۴۶۶۶۵۴۱۹"
